"","TLEVISA","WALMEX","SANMEX","PINFRA","PENOLES","ICA","OHLMEX","MEXCHEM","LIVEPOL","LALA","LAB","KOFL","KIMBER","IENOVA","ICH","GRUMA","GMEXICO","GFREGIO","GFNORTE","GFINBUR","GENTERA","GCARSO","FEMSA","GAP","CEMEX","ELEKTRA","BIMBO","ASUR","AMX","ALSEA","AC","ALFA"
"350",94.9,34.42,36.85,178.97,365.61,23.8,40.83,55.79,148.81,35.36,35.36,145.54,33.38,76.3,73.82,146.06,47.83,75.99,92.69,42.2,28.43,76.59,124.25,90.44,16.1,357.46,42.25,167.87,14.74,44.11,94.01,37.07
"351",95.9,33.83,36.41,177.86,372.96,24.55,41.26,55.56,149.59,35.53,35.53,146.23,33.36,76.51,73.74,148.57,47.55,76.19,91.9,42.39,28.94,77.49,123.42,89.61,16.13,357.84,42.89,167.79,14.72,44,94.74,37.63
"352",96,33.95,36.17,179.42,367.86,24.63,42.17,56.32,150.74,34.85,34.85,145.45,34.17,76.7,73.02,148.96,47.28,76.88,90.07,42.37,28.63,79.72,123.8,90.12,16.21,358.12,42.93,168.58,14.68,44,94.85,39.39
"353",96.2,33.89,35.82,178.76,365.07,24.54,41.81,55.46,150.48,34.7,34.7,144.68,33.9,75.77,72.27,147.6,47.22,76.73,88.87,42.06,28.09,79.5,123.77,89.83,16.13,355.52,42.36,168.11,14.68,43.65,94.93,39.44
"354",97.59,34.47,36.42,178.55,369.24,24.68,42.17,56.92,150.85,35.23,35.23,144.52,33.88,76.01,72.36,146.08,47.46,75.89,88.83,41.82,28.76,80.01,124.34,90.09,16.19,357,42.74,169.22,14.74,43.96,95.46,38.85
"355",97.7,34.55,36.35,179.8,369.03,24.48,41.8,57.79,148.98,35.3,35.3,144.78,34.27,76.26,72.88,145.16,46.83,76.01,89.91,41.53,29.35,80.96,125.22,90.27,16.22,363.56,43.05,168.71,14.67,44.3,96.61,39.6
"356",97.87,34.56,36.73,185.35,365.74,24.88,41.14,58.14,148.47,35.62,35.62,144.61,34.1,77.43,72.5,144.95,47.12,75.84,90.77,41.58,29.71,82.4,126.26,89.55,16.32,364.4,43.17,169.02,14.83,44.24,97.05,40.34
"357",97.34,34.43,36.42,185.36,359.4,25.06,40.77,58,149.19,35.78,35.78,143.94,34.44,78.96,72.45,146.76,45.67,77.36,91.57,41.38,29.77,80.49,127.61,90.01,16.28,363.87,42.94,169.43,15.04,44.4,97.89,41.87
"358",96.89,34.12,36.06,182.02,350.79,25.07,40.44,57.84,149.57,36.13,36.13,142.18,34.55,78.1,73.13,147.04,46.22,76.98,91.98,41.7,29.49,80.33,126.77,90.81,16.31,366.27,42.91,170.58,14.91,45.75,96.87,43.14
"359",97.67,34.41,36.6,179.76,353.02,25.09,41.15,57.97,148.62,36.37,36.37,142.02,34.6,78.79,73.4,149.22,46.63,77.13,91.36,41.23,29.71,80.42,127.2,90.55,16.56,368.21,42.92,169.08,14.94,45.52,98.07,42.63
"360",97.67,35.18,37.28,182.63,346.87,24.84,40.63,57.09,148.51,35.68,35.68,141.98,34.41,78.43,73.73,146.16,47.25,75.98,92.43,40.82,28.93,81,125.57,90.2,16.64,369.62,42.51,168.55,14.93,45.65,97.39,41.39
"361",97.16,35.51,38.47,182.64,341.43,24.74,40.26,57.5,149.29,35.14,35.14,143.24,34.49,78.45,73.32,148.78,47.47,75.21,90.63,40.16,29.11,81.04,126.91,90.45,16.59,372.79,42.95,169.22,15.05,45.49,97.11,42.23
"362",95.59,35.67,38.92,183.1,340.87,24.5,39.14,57,149.51,35.32,35.32,143.04,34.89,78.6,72.62,148.31,47.01,75.18,91.06,40.38,28.45,82.12,125.17,90.25,16.62,381.55,42.84,169.79,15.06,45.43,96.58,42.2
"363",97.29,35.6,39.16,183.3,331.8,24.24,38.4,56.39,149.1,34.88,34.88,142.55,34.24,78.45,72.25,149.17,47.5,73.82,92.05,39.73,27.92,79.9,126.93,88.58,16.7,382.68,41.16,167.61,15.18,45.5,96.12,42.07
"364",98.44,35.07,38.2,183.95,337.96,24.41,39.37,55.31,149.06,35.61,35.61,141.75,33.47,78.98,73.38,148.59,47.17,75.16,90.21,40.16,28.41,80.95,125.84,89.39,16.63,381.21,40.46,171.47,15.22,45.53,94.59,41.25
"365",97.78,35.24,38.26,187.01,346.46,24.66,39.51,56.92,151.91,35.88,35.88,143.68,33.33,82.19,73.24,147.72,46.96,75.64,90.3,40.37,28.48,81.13,128.32,91.79,16.79,385.08,40.29,171.54,15.56,45.65,94.95,41.37
"366",97.51,35.5,39.15,187.77,347.99,24.82,40.08,57.81,150.47,36.19,36.19,142.68,33.51,81.84,72.89,148.8,46.96,77.49,91.11,40.86,29.32,81,128.9,92.74,16.78,383.79,39.99,172.37,15.72,45.99,95.36,41.39
"367",97.38,35.45,38.45,189.59,342.62,24.7,39.97,57.78,149.82,35.92,35.92,142.91,33.9,83.15,73.11,147.89,47.05,78.02,91.43,40.68,29.35,81.07,127.23,96.37,16.92,383.13,40.01,178.38,16.17,46.4,95.67,42.16
"368",97.04,35.32,37.91,186.69,338.93,24.35,39.61,56.92,149.89,35.91,35.91,141.26,34.05,83.38,73.33,147.97,47.12,77.49,91.82,40.48,28.96,80.34,126.11,94.47,16.8,381.76,40.06,176.58,16.3,46.26,96.21,42.44
"369",96.31,35.2,37.76,187.31,333.6,24.86,39.25,57.64,149.84,36.17,36.17,140.5,33.95,83.46,73.18,147.54,47.19,75.79,91.64,40,29.2,80.65,125.01,94.77,16.91,380,40.94,176,16.51,45.8,97.3,43.71
"370",95.06,34.63,37.17,184.52,325.29,24.72,38.55,56.78,147.93,35.8,35.8,138.93,33.48,81.6,73.17,144.71,46.59,75.89,92.1,39.82,28.93,80.67,123.75,92.89,16.85,375.47,40.58,174.33,16.3,45.25,96.98,43.76
"371",95.53,34.61,37.63,183.67,323.94,24.76,38.6,57.66,147.09,35.52,35.52,137.56,32.93,80.1,73.49,143.25,46.59,75.27,91.84,39.28,29.06,80.3,123.85,92.24,16.92,373.32,40.37,174.36,16.14,45.25,96.65,45.03
"372",94.49,34.4,37.02,182.68,319.65,24.68,38.75,57.1,148.96,35.46,35.46,137.95,32.64,81.71,72.49,141.38,46.42,75.18,91.96,38.99,28.74,79.91,122.97,91.79,16.94,375.17,40.31,173.35,16.05,44.75,96.86,44.71
"373",93.73,34.83,37.03,179.23,316.92,24.57,38.42,56.64,146.2,34.95,34.95,137.7,32.05,81.5,71.56,139.88,46.96,75.57,91.41,38.76,28.6,79.41,124.94,90.98,16.89,374.15,40.12,172.91,16.2,44.74,96.18,45.9
"374",92.56,35.2,36.26,179,312.15,24.31,38.05,56.02,145.92,34.35,34.35,137.74,32.4,81.84,71.16,140.68,46.65,76.21,90.68,39.21,28.48,78.53,126.17,93.29,16.77,375.71,39.71,172.47,16.49,44.46,96.09,45.97
"375",93.23,34.69,36.25,179.97,313.04,24.4,37.75,56.8,145.05,34.47,34.47,137.01,32.11,82.21,70.94,140.13,46.85,74.58,89.32,40.43,28.5,81.14,128.29,91.04,16.9,372.89,39.94,172.2,16.59,44.57,94.81,46.87
"376",94.04,34.97,37.17,180.86,316.1,24.21,38.07,57.32,145.28,34,34,136.61,31.5,83.91,71.79,140.53,46.39,74.94,90.36,40.97,28.77,80.78,128.8,86.76,16.9,374.43,39.72,172.21,16.62,44.68,94.47,46.66
"377",93.54,34.74,37.09,179.93,315.16,24.17,38.07,57.82,148.69,33.77,33.77,135.95,31.46,84.63,71.92,141.2,46.56,75.14,89.32,40,28.64,80.97,126.23,87.57,16.88,369.62,39.45,174.02,16.25,44.49,92.03,46.28
"378",91.28,34.39,35.86,179.49,307.81,24.16,38.14,57.19,150.62,33.13,33.13,135.75,31.12,82.93,72.17,137.69,44.46,73.19,88.85,39.7,27.8,78.96,125.6,86.08,16.88,370.17,38.84,169.76,16.34,44.21,92.08,45.72
"379",92.24,34.44,36.1,177.23,312.07,24.09,37.77,57.12,149.94,32.72,32.72,134.22,31.1,82.94,72.93,140.26,44.39,75.02,88.17,39.01,28.04,77.21,124.35,86.56,16.88,378.72,38.65,167.71,15.99,44.05,92,44.79
"380",91.95,34.49,36.23,176.77,305.41,24.23,37.36,56.7,151.17,32.54,32.54,134.8,31.67,83.84,72.77,142.87,44.85,74.55,86.9,38.75,27.88,76.18,126.04,87.32,16.94,385.91,39.63,169.3,15.99,43.99,93.5,45
"381",91.18,33.65,36.41,175.49,314.03,23.68,37.02,56.27,151.76,31.88,31.88,133.16,31.73,83.62,72.13,140.89,43.87,75.17,87.4,39.12,27.67,78.02,123.6,87.57,16.88,387.35,39.76,168.9,15.98,44.05,92.3,44.08
"382",91.31,33.76,36.58,178.87,305.91,23.67,36.9,56.11,152.28,31.56,31.56,134.08,31.79,82.54,71.38,140.36,44.31,75.23,86.01,38.75,28,78.54,123.53,88.41,16.91,385.47,39.08,169.65,16.13,43.7,91.53,44.78
"383",91.11,33.97,36.17,180.34,307.88,23.41,36.72,56.43,154.78,32.39,32.39,134.38,31.74,82.06,71.35,142.75,44.15,74.1,86.05,38.63,27.93,78.59,124.25,88.33,16.9,381.56,39.09,172.28,15.94,43.45,92.33,45.74
"384",91.1,33.77,36.33,184.62,307.16,23.21,36.35,55.98,155.02,32.27,32.27,135.27,31.11,81.96,72.7,143.38,44.97,74.74,85.78,38.51,28.73,78.51,123.63,88.5,16.83,377.98,38.94,173.55,16.1,43.36,92.09,45.97
"385",89.76,33.04,35.48,185.26,301.12,23.21,36.62,55.59,152.25,32.21,32.21,133.55,31.05,83.57,71.97,141.21,44.37,75.49,85.84,38.33,28,77.86,121.99,88.75,16.5,376.85,38.52,170.64,15.73,42.98,91.85,45.03
"386",91.19,32.71,34.88,183.64,302.86,23.13,36.76,55.83,154.1,32.27,32.27,132.94,31.2,82.89,72.13,141.41,43.78,76.52,83.98,38.4,28.53,78.41,122.27,87.63,16.24,374.19,39.02,167.57,15.8,43.08,93.77,44.66
"387",92.71,33.02,35.98,183.59,303.9,23.2,38.16,56.52,156.91,32.47,32.47,136.57,31.41,83.63,73.22,143.18,44.44,75.57,84.19,39.11,29,79.02,123,88.9,16.39,372.09,39.24,175.66,15.93,43.23,94.74,44.36
"388",92.55,33.25,35.88,183.16,302.1,23.53,37.48,56.05,156.56,33.41,33.41,137.1,30.85,82.89,74.65,142.33,44.81,75.32,84.38,39.19,28.15,78.65,124.96,88.85,16.42,371.34,38.95,178.21,15.98,43.13,94.95,44.91
"389",92.18,32.8,35.83,183.43,303.72,23.34,37.32,55.23,157.4,33.16,33.16,137.66,30.05,82.83,73.18,144,44.37,74.15,83.33,38.37,27.65,78.3,124.84,89.75,16.27,369.11,38.75,175.12,15.92,43,93.13,44.85
"390",93.35,32.88,36,180.52,300.79,23.37,37.27,55.59,157.54,33.21,33.21,135.8,31.07,83.81,74.28,145.02,44.76,75.44,83.85,37.68,27.4,76.73,124.33,89.87,16.12,372.19,39.21,174.52,15.79,42.53,92.59,44.23
"391",93.61,32.78,34.77,182.17,300.04,23.05,36.65,54.31,157.34,33.22,33.22,134.73,30.9,83.27,73.08,144.96,44.25,74.77,83.92,37.64,27.02,77.81,122.42,89.94,15.71,370.44,39.33,170.93,15.75,41.99,91.75,42.83
"392",92.12,33.01,33.78,175.79,299.95,22.54,37.19,53.29,154.63,33.3,33.3,134.52,30.8,80.92,71.08,141.55,43.65,74.97,83.41,37.3,27.26,75.35,120.04,86.82,15.16,368.76,38.79,166.89,15.46,40.97,89.46,42.66
"393",89.18,32.58,34.29,179.92,293.66,22.33,37.03,53.29,153.71,33.26,33.26,132.14,31.3,81.2,71.01,143.04,43.85,76.08,83.3,37.42,26.98,76.54,117.68,86.36,14.56,375.26,38.67,166.25,15.43,40,89.94,42.52
"394",89.54,32.19,34.19,177.32,285.12,22.33,38.24,53.51,152.97,33.66,33.66,131.63,31.24,80.74,71.23,140.22,44.04,76.08,83.53,37.8,27.62,76.48,117.39,87.39,14.69,374.62,38.6,164.64,15.59,39.09,90.05,42.49
"395",90.93,32.6,34.2,178.38,287.71,22.2,37.14,52.25,153.05,33.21,33.21,130.76,31.06,77.43,70.74,138.12,44.29,75.45,82.52,37.6,27.04,76.04,119.15,86.31,14.61,372.6,39.12,163.12,15.4,39.08,89.74,40.74
"396",89.61,32.64,33.6,177.26,289.66,22.19,36.62,52.75,153.62,33.3,33.3,130.14,31.2,78.23,69.77,143.3,44.41,75.11,81.36,38.08,27.09,75.55,118.6,87.56,14.8,376.58,39.17,166.49,15.34,38.93,90.45,40.48
"397",89.58,32.53,34.05,181.57,287.76,22.29,37.14,52.65,156.01,33,33,131.95,31.39,80.43,70.87,144.57,44.12,78.45,82,38.41,28.91,75.65,119.77,91.19,15.15,376.27,39.45,166.42,15.46,38.45,92.32,41.15
"398",90.4,31.32,34.54,180.34,280.76,22.08,37.52,53.57,158.16,32.98,32.98,134.83,30.91,79.23,73.31,148.43,44.42,77.17,82.25,37.59,29.57,74.41,122.18,90.53,15.26,379.04,38.56,170.67,15.42,39.26,92.11,39
"399",92.85,31.15,34.58,181.21,286.95,22.24,38.45,54.89,159.5,33.67,33.67,137.49,30.79,81.48,73.67,147.97,44.74,77.17,82.96,37.45,29.45,77.12,124.04,91.7,15.43,387.22,38.94,170.81,15.54,39.35,91.96,39.01
"400",92.11,30.02,34.72,181.28,283.79,22.27,37.49,55.22,155.82,33.57,33.57,139.2,30.88,82.88,74.01,149.33,45.18,77.72,82.96,37.88,29.18,77.57,123.9,90.55,15.12,384.24,39.24,172.86,15.33,40.7,91.59,39.94
"401",93.25,29.98,34.5,182.63,284.9,23.06,37.44,55.53,155.99,33.42,33.42,139.7,30.06,80.71,73.38,149.94,44.86,77.51,83.22,38.84,29.35,79.12,123.27,92.36,15.6,394.38,40.12,174.92,15.32,40.68,90.55,41.28
"402",89.41,30.04,35.43,181.95,292.43,23.27,37.64,55.76,153.05,32.49,32.49,138.82,29.15,80.97,72.82,150.56,44.68,77,85.72,40.28,28.79,78.43,124.35,93.01,15.75,403.01,40.28,174.41,15.21,40.8,90.16,40.89
"403",91.89,30.08,35.27,182.9,283.42,23.07,37.16,55.76,156.04,33.41,33.41,139.39,28.55,81.46,74.62,151.4,45.09,76.88,85.8,39.41,28.69,76.25,126.08,91.9,15.59,405.91,39.95,174.8,15.29,40.72,90.85,40.66
"404",93.53,31.02,35.08,182.7,293.01,23.35,37.42,53.73,154,33.1,33.1,139.87,28.96,81.28,74.06,151.47,45.62,78,86.96,39.22,29.09,76.6,125.72,91.2,15.85,417.44,39.94,175.22,15.22,40.17,89.9,40.6
"405",94.12,31.11,36.17,182.42,298.85,23.12,37.36,54.06,156.28,33.34,33.34,140.73,29.75,80.75,72.91,151.88,45.75,77.52,86.22,38.46,29.47,76.85,126.51,87.98,15.72,427.89,40.18,175.76,15.32,41.48,88.95,41.42
"406",95.5,31.4,36.56,183.68,296.13,23.2,37.7,54.83,156.74,33.38,33.38,142.02,30.59,81.9,75.09,150.81,45.84,77.78,86.7,39.62,29.88,76.96,128.43,88.9,15.73,445.85,39.89,177.85,15.35,41.7,88.88,42.06
"407",97.32,31.13,35.88,184.99,302.22,23.97,37.9,55.09,157.99,33.99,33.99,142.07,30.59,82.42,72.96,148.29,46.27,77.88,86.39,40.44,29.99,76.94,129.52,89.41,15.95,499.84,39.39,180.02,15.6,41.72,86.72,42.91
"408",97.99,31.19,35.06,186.66,296.99,24.27,37.37,54.65,159.88,33.84,33.84,140.51,30.14,82.91,73.76,151.36,46.46,77.53,87.66,40.32,29.98,77.38,129.52,91.53,16.09,491.64,39.6,181.22,15.76,42.22,87.87,42.64
"409",95.24,31.11,34.2,188.42,293.71,24.27,37.74,54.09,157.97,33.23,33.23,140.98,30.45,84.42,75.37,149.74,46.25,76.98,87.16,39.84,29.99,76.57,131.34,93.05,15.99,508.5,38.76,181.52,15.62,42.5,87.73,41.03
"410",95.89,31.54,33.33,188.08,288.51,24.11,37.44,53.88,158.53,33.01,33.01,140.63,31.19,83.74,75.87,152.63,46.44,76.57,86.54,40.04,30.32,78.27,131.29,93.78,15.97,559.36,39.81,184.02,15.61,42.5,87.76,41.76
"411",95.45,31.1,32.91,187.41,281.78,23.52,36.57,53.73,156.14,32.67,32.67,140.9,30.58,85.9,73.37,149.41,46.53,75.58,84.88,39.82,30.24,77.44,132.05,92.59,16.11,574.93,39.48,183.89,15.58,42.98,86.98,40.94
"412",95.04,30.84,32.08,182.87,285.62,23.06,36.47,53.57,158.48,32.43,32.43,141.62,31.44,82.63,71.6,150.7,46.48,75.59,84.29,38.95,30.2,77.04,131.39,92.61,15.97,585.04,38.88,184.1,15.49,43.41,87.44,40.42
"413",96.13,30.6,32.14,184.81,283.51,22.8,36.07,53.81,157.98,32.19,32.19,141.49,31.1,81.42,72.69,149.11,46.01,75.93,85.51,39.05,29.36,77.66,130.82,93.22,16.17,584.17,38.86,181.76,15.3,43.5,87.3,40.01
"414",96.07,30.33,31.56,182.83,283.6,22.21,34.98,53.48,157.12,31.21,31.21,139.19,30.67,81.32,72.67,151.61,46.23,74.71,85.48,38.7,29.55,77.16,130.79,93.69,16.22,577.7,38.81,181.61,15.1,43.5,87.5,39.79
"415",95.44,29.77,31.88,179.24,283.61,21.2,34.83,52.71,155.9,30.27,30.27,139.41,30.53,80.13,71.7,146,45.65,74.73,84.01,38.68,29.29,76.51,130.54,92.19,16.2,571.13,38.36,180.3,14.72,43.24,87.1,38.92
"416",96.91,30.15,31.86,178.03,284.78,21.33,34.33,51.17,154.54,29.83,29.83,137.25,31.42,80.03,71.62,147.17,45.01,74.54,81.73,38.38,29.71,77.02,129.83,91.35,16.01,561.56,37.94,179.13,14.99,42.88,86.95,39.47
"417",96.88,30.25,31.43,170.54,283.12,21.01,34.64,50.2,155.45,29.28,29.28,136.98,30.6,78.22,72.03,146.01,45.9,74.84,75.05,38.57,29.31,75.46,128.37,91.69,16.09,553.98,38.01,177.99,14.94,42.6,87.46,39.5
"418",97.85,29.97,30.8,171.33,287.89,20.76,30.17,50.23,156.39,29.99,29.99,137.43,31.16,78.61,71.58,143.42,45.39,74.44,76.81,37.93,29.47,76.39,131.94,89.68,16.13,553.05,37.29,174.28,15.17,42.72,87.5,38.34
"419",100.05,30.02,30.82,174.85,287.37,21.37,30.99,51.11,157.3,30.79,30.79,139.07,31.54,78.48,73.33,148.6,45.78,73.9,78.71,38.97,29.12,79.41,133.33,92.37,16.24,571.6,39.19,181.02,15.29,41.01,87.57,38.94
"420",99.95,29.87,31.4,176.39,290.22,21.34,31.48,51.33,157.92,31.32,31.32,138.2,31.75,80.43,73.43,149.89,45.25,73.91,80.29,38.78,29.79,80.03,132.27,92.37,16.42,579.99,39.03,184.03,15.23,41.64,87.54,39.38
"421",100.97,30.13,32.1,173.69,299.91,21.89,32.13,51.78,157.5,31.11,31.11,138.34,31.7,79.09,73.75,151.04,46.28,74.01,81,37.9,29.76,76.36,133.6,93.14,16.53,584.79,39.42,181.08,15.61,42.13,87.65,39.49
"422",101.03,29.67,32.29,174.19,299.94,21.22,32.33,51.2,159.16,31.28,31.28,137.59,31.18,80.63,71.91,152.91,46.52,73.77,80.85,37.67,30.03,77.85,131.92,94.21,16.7,581.57,38.35,183.69,15.73,42.6,88.44,39.3
"423",100.27,29.87,32.19,173.56,310.55,20.81,31.94,51.47,156.38,30.67,30.67,135.96,30.57,82.04,71.18,153.16,45.83,72.92,80.92,37.41,29.59,80.58,132.22,92.84,16.54,575.91,39.28,186.51,15.68,43.01,90.19,38.48
"424",101.67,29.88,32.35,175.25,307.43,20.83,31.7,51.4,154.59,30.06,30.06,139.33,31.04,84.05,71.85,153.88,46.5,72.6,80.47,37.4,29.36,79.76,134.18,92.9,16.71,579.95,39.15,186.85,15.65,42.97,90.49,38.83
"425",102.35,29.92,32.21,176.1,303.35,20.9,31.98,50.88,154.95,29.7,29.7,139.09,31.06,83.46,72.14,153.28,46.38,72.72,79.93,37.96,29.33,79.25,134.71,92.91,16.63,583.06,39.24,185.86,15.73,42.95,90.35,38.64
"426",101.29,29.75,31.44,172.1,304.07,20.48,31.92,50.71,151.18,30.18,30.18,137.98,30.9,81.55,71.8,153.32,45.56,72.05,78.8,37.53,29.69,78.21,132.76,92.58,16.61,587.18,39.11,185.42,15.57,42.85,89.42,36.99
"427",102.13,28.86,31.75,165.7,301.95,19.53,31.76,48.19,150.14,28.5,28.5,133.74,30.74,82.9,69.22,147.6,44.55,70.41,76.71,36.26,29.25,76.69,128.7,92.42,16.26,576.95,38.65,182.02,15.44,43.47,89.68,35.74
"428",101.87,28.99,31.23,166.02,285.39,19.1,30.46,47.13,148.17,27.98,27.98,132.8,29.9,81.68,68.96,151.53,44,71.21,77.51,35.38,29.2,75.29,129.38,90.68,15.93,568.71,38.19,176.7,15.24,42.9,90.52,35.14
"429",102.45,29.69,30.79,167.39,282.49,18.21,30.38,48.39,149.67,27.06,27.06,131.38,29.89,81.55,67.98,150.82,43.68,70.72,79.15,34.86,29.86,74.85,128.77,91.67,15.87,575.8,38.2,180.28,15.23,43.2,90.58,35.62
"430",102.07,29.61,30.38,166.71,280.3,19.08,29.84,48.49,148.33,27.16,27.16,131.07,30.2,78.56,67.82,154.24,43.55,70.15,77.75,34.09,29.03,73.4,126.72,91.58,15.8,578.53,37.81,178.01,15.15,42.03,88.72,35.74
"431",104.73,29.93,31.21,167.5,278.82,18.86,29.69,48.47,151.01,27.25,27.25,132.54,30.39,78.15,67.89,151.4,44.47,73.6,78.01,34.55,28.27,74.77,128.5,90.85,15.88,575.09,37.72,182.25,15.3,41.7,87.22,35.77
"432",104.68,29.61,30.96,170.27,279.24,17.93,28.37,46.51,149.04,27.16,27.16,131.78,29.51,74.94,67.05,150.8,43.98,72.95,78.65,34.7,29.16,72.94,127.47,90.77,15.63,568.2,37.64,182.15,15.26,41.96,86.17,35.43
"433",103.66,29,30.61,171.31,277.18,17.38,26.42,46.45,148.8,26.87,26.87,128.71,29.34,74.64,66.16,152.58,43.8,73.6,78.18,33.88,29.11,71.85,124.54,90.32,15.32,556.78,36.6,181.07,14.99,42.29,84.5,35.25
"434",99,28.88,29.22,167.23,278.8,16.4,26.41,45.29,144.8,25.56,25.56,125.61,28.08,73.63,63.48,146.77,43.67,71,76.09,33.29,28.27,71.52,121.23,89.39,14.91,558.11,35.6,182.39,14.76,41.1,84.21,33.63
"435",98.8,29.01,29.43,164.73,265.53,17.25,26.05,43.43,142.49,24.88,24.88,127.54,27.53,74.63,64.67,149.65,43.85,71.2,78.19,34.11,27.92,74.17,123.66,89.94,15.07,561.73,36.26,185.07,15.13,41.53,86.47,32.27
"436",94.27,29.01,27.93,159.18,249.53,16.76,25.61,41.4,139.6,25.49,25.49,125.12,27.77,72.13,62.03,142.23,42.16,68.36,76.92,34.27,26.82,70.51,121.33,88.16,14.2,555.41,36.45,178.55,14.39,41.19,85.71,30.35
"437",94.09,28.49,27.95,160.2,257.98,16.75,25.2,42.48,139.14,24.43,24.43,124.45,28.11,69.01,62.16,143.37,41.92,68.04,75.59,34.91,27.03,68.53,120.87,87.76,14.21,557.76,36.66,179.06,14.29,41.34,85.35,31.12
"438",95.01,29.92,28.55,162.69,254.44,16.95,26.13,42.46,139.47,24.07,24.07,125.76,28.02,71.6,63.44,148.67,42.11,70.7,75.97,35.23,27.84,67.9,124.45,87.88,14.51,548.68,37.05,182.28,14.69,39.44,85.44,32.76
"439",97.73,30.75,29.78,169.87,273.82,17.58,27.36,44.9,143.48,25.38,25.38,131.77,30.12,75,66.64,150.5,43.36,73,79.08,36.81,28.48,70.95,128.59,90.69,15.17,552.9,39.39,190.74,15.1,39.5,91.1,33.45
"440",97.72,29.93,30.2,167.81,264.22,17.96,27.64,45.17,146.47,26.04,26.04,130.16,29.98,75.48,69.09,152.23,43.02,74.51,82.08,37.46,28.68,71.24,129.91,89.2,15.08,544.09,39.76,187.68,14.99,41.9,92.41,33.94
"441",99.18,30.36,30.6,170.33,278.09,18.26,27.5,44.75,147.05,26.85,26.85,130.65,29.68,76.04,70.5,153.02,42.66,75.78,81.11,37.53,28.24,72.83,130.78,89.58,14.96,554.74,40.71,192.84,15.26,41.48,92.78,34.65
"442",100.55,30.68,30.45,170.41,275.39,18.96,27.49,44.72,145.73,28.4,28.4,130.95,30.15,75.39,70.99,153.95,42.67,75.27,81.38,37.49,28.56,73.24,131.09,92.42,14.79,572.56,40.9,199.43,15.47,41.43,93.27,34.39
"443",100.81,30.91,30.07,170.48,288.2,18.97,27.12,44.61,146.83,28.24,28.24,129.61,30.7,75.47,71.24,152.94,42.65,75.16,80.39,37.2,28.62,73.46,130.06,93,14.63,574.94,40.72,198.81,15.42,41.15,93.42,34.15
"444",100.22,31.19,29.92,170.98,283.99,18.19,27.04,45.05,147.48,27.98,27.98,128.67,30.67,75.36,71.28,153.88,41.9,74.55,80.35,37.57,28.71,74.53,129.7,92.47,14.49,577.8,40.8,197.18,15.57,41.5,93.54,34.45
"445",99.68,31.5,30.54,175.86,281.58,18.67,27.64,44.82,148.03,28.22,28.22,130.4,30.55,75.36,70.36,150.16,43.11,75.11,81.14,38.3,29.36,74.91,130.55,91.55,14.63,582.04,40.57,196.03,15.62,41.38,93.8,33.06
"446",99.22,31.56,30.57,174.12,287.58,18.19,27,45.07,147.63,27.83,27.83,129.06,30.97,74.34,69.72,152.2,42.49,74.31,80.59,38.03,29.55,73.48,130.01,92.4,14.63,571.52,40.6,194,15.48,41.22,92.99,33.69
"447",100.59,31.72,30.84,177.39,288.51,18.01,27.35,44.81,147.85,28.06,28.06,126.64,31.49,73.8,71.16,157.32,42.82,74.23,81.2,38.08,29.65,72.59,130.88,90.48,14.46,562.93,40.7,195.04,15.57,41.1,93.34,32.94
"448",99.94,30.76,29.26,172.06,272.03,17.88,25.81,42.82,144.01,26.19,26.19,126.69,30.16,74.27,67.56,152.71,42.18,71.82,78.83,37.15,28.57,69.9,126.82,89.04,14.12,533.06,39.77,191.42,15.38,41,91.62,32.03
"449",98.23,29.83,28.3,167.21,272.48,17.25,25.51,40.46,140.23,24.42,24.42,126.51,29.78,70.63,64.59,147.78,40.53,69.91,76.6,36.95,27.83,67.05,124.07,91.07,13.78,499.56,39.71,188.86,15.21,41.2,90.19,30.14
"450",97.61,30.13,28.95,163.56,288.22,17.84,25.95,40.94,140.73,25.16,25.16,127.85,30.28,70.37,64.94,151.64,40.69,72.22,75.86,37.06,28.61,67.19,126.35,93.26,13.97,495.59,39.42,187.99,15.13,39.9,90.31,30.74
"451",97.53,30.61,29.26,170.37,282.1,17.71,26.58,42.98,144.37,25.07,25.07,127.63,30.17,71.45,65.36,148.79,41.59,74.29,77.5,38.41,28.08,68.71,125.81,92.75,14.29,494.69,40.39,190.55,15.3,40.09,90.59,31.44
"452",98.33,30.42,29.06,170.72,291.39,17.99,27.04,43.16,146.47,25.11,25.11,128.74,30.69,73.94,69.08,153.95,42.16,74.04,78.67,39.34,28.27,69.49,127.8,92.59,14.47,509.69,41.02,193.48,15.6,41.99,90.92,32.33
"453",98.18,29.91,28.57,172.02,293.17,18.12,26.79,44.07,145.91,24.82,24.82,130.51,30.29,73.47,71.11,154.39,42.33,74.77,78,39.37,28.09,70.58,127.16,91.6,14.42,518.43,40.22,189.92,15.79,42.1,91.74,31.97
"454",95.21,29.15,28.77,171.72,286.01,17.67,26.3,43.66,145.46,24.27,24.27,129.76,31.03,72.24,70.52,151.73,41.23,74.99,75.57,39.14,27.74,69.05,126.12,91.76,14.2,532.78,39.73,189.92,15.66,41.73,91.71,31.25
"455",95.94,28.69,28.25,170.82,283.97,17.8,26.99,41.97,143.28,23.48,23.48,130.98,30.87,70.42,67.98,150.29,40.4,73.96,75.18,39.18,27.44,68.99,126.9,92.28,13.98,518.18,39.87,195.03,15.57,40.93,92.35,30.14
